Year,Sex,Age,Estimate
1985,Both,56,56922
1985,Male,56,27166
1985,Female,56,29756
1986,Both,56,57001
1986,Male,56,27043
1986,Female,56,29958
1987,Both,56,56840
1987,Male,56,27154
1987,Female,56,29686
1988,Both,56,56350
1988,Male,56,26934
1988,Female,56,29416
1989,Both,56,54122
1989,Male,56,25983
1989,Female,56,28139
1990,Both,56,54234
1990,Male,56,26213
1990,Female,56,28021
1991,Both,56,54737
1991,Male,56,26308
1991,Female,56,28429
1992,Both,56,55110
1992,Male,56,26579
1992,Female,56,28531
1993,Both,56,55302
1993,Male,56,26609
1993,Female,56,28693
1994,Both,56,55904
1994,Male,56,27155
1994,Female,56,28749
1995,Both,56,55800
1995,Male,56,26989
1995,Female,56,28811
1996,Both,56,55367
1996,Male,56,26788
1996,Female,56,28579
1997,Both,56,52968
1997,Male,56,25557
1997,Female,56,27411
1998,Both,56,55421
1998,Male,56,26921
1998,Female,56,28500
1999,Both,56,58857
1999,Male,56,28655
1999,Female,56,30202
2000,Both,56,59782
2000,Male,56,29392
2000,Female,56,30390
2001,Both,56,57831
2001,Male,56,28429
2001,Female,56,29402
2002,Both,56,59888
2002,Male,56,29629
2002,Female,56,30259
2003,Both,56,77199
2003,Male,56,38072
2003,Female,56,39127
2004,Both,56,70916
2004,Male,56,35021
2004,Female,56,35895
2005,Both,56,68393
2005,Male,56,33805
2005,Female,56,34588
2006,Both,56,65980
2006,Male,56,32646
2006,Female,56,33334
2007,Both,56,65305
2007,Male,56,32093
2007,Female,56,33212
2008,Both,56,63806
2008,Male,56,31317
2008,Female,56,32489
2009,Both,56,65790
2009,Male,56,32341
2009,Female,56,33449
2010,Both,56,66727
2010,Male,56,32788
2010,Female,56,33939
2011,Both,56,67109
2011,Male,56,32817
2011,Female,56,34292
2012,Both,56,69693
2012,Male,56,34177
2012,Female,56,35516
2013,Both,56,71580
2013,Male,56,35055
2013,Female,56,36525
2014,Both,56,73094
2014,Male,56,35589
2014,Female,56,37505
2015,Both,56,74932
2015,Male,56,36388
2015,Female,56,38544
2016,Both,56,75289
2016,Male,56,36862
2016,Female,56,38427
2017,Both,56,77724
2017,Male,56,37885
2017,Female,56,39839
2018,Both,56,79351
2018,Male,56,38748
2018,Female,56,40603
1981,Both,57,58814
1981,Male,57,28060
1981,Female,57,30754
1982,Both,57,57503
1982,Male,57,27485
1982,Female,57,30018
1983,Both,57,58518
1983,Male,57,27888
1983,Female,57,30630
1984,Both,57,56680
1984,Male,57,26964
1984,Female,57,29716
1985,Both,57,55709
1985,Male,57,26555
1985,Female,57,29154
1986,Both,57,56191
1986,Male,57,26707
1986,Female,57,29484
1987,Both,57,56386
1987,Male,57,26661
1987,Female,57,29725
1988,Both,57,56304
1988,Male,57,26819
1988,Female,57,29485
1989,Both,57,55970
1989,Male,57,26661
1989,Female,57,29309
1990,Both,57,53639
1990,Male,57,25697
1990,Female,57,27942
1991,Both,57,53774
1991,Male,57,25900
1991,Female,57,27874
1992,Both,57,54359
1992,Male,57,26064
1992,Female,57,28295
1993,Both,57,54814
1993,Male,57,26363
1993,Female,57,28451
1994,Both,57,54900
1994,Male,57,26356
1994,Female,57,28544
1995,Both,57,55472
1995,Male,57,26900
1995,Female,57,28572
1996,Both,57,55340
1996,Male,57,26691
1996,Female,57,28649
1997,Both,57,54949
1997,Male,57,26523
1997,Female,57,28426
1998,Both,57,52666
1998,Male,57,25370
1998,Female,57,27296
1999,Both,57,55087
1999,Male,57,26702
1999,Female,57,28385
2000,Both,57,58523
2000,Male,57,28445
2000,Female,57,30078
2001,Both,57,59574
2001,Male,57,29258
2001,Female,57,30316
2002,Both,57,57538
2002,Male,57,28252
2002,Female,57,29286
2003,Both,57,59650
2003,Male,57,29493
2003,Female,57,30157
2004,Both,57,77064
2004,Male,57,37938
2004,Female,57,39126
2005,Both,57,70761
2005,Male,57,34910
2005,Female,57,35851
2006,Both,57,68121
2006,Male,57,33624
2006,Female,57,34497
2007,Both,57,65748
2007,Male,57,32496
2007,Female,57,33252
2008,Both,57,65038
2008,Male,57,31923
2008,Female,57,33115
2009,Both,57,63597
2009,Male,57,31177
2009,Female,57,32420
2010,Both,57,65530
2010,Male,57,32184
2010,Female,57,33346
2011,Both,57,66477
2011,Male,57,32635
2011,Female,57,33842
2012,Both,57,66809
2012,Male,57,32639
2012,Female,57,34170
2013,Both,57,69373
2013,Male,57,34006
2013,Female,57,35367
2014,Both,57,71253
2014,Male,57,34900
2014,Female,57,36353
2015,Both,57,72849
2015,Male,57,35448
2015,Female,57,37401
2016,Both,57,74614
2016,Male,57,36217
2016,Female,57,38397
2017,Both,57,75091
2017,Male,57,36734
2017,Female,57,38357
2018,Both,57,77374
2018,Male,57,37685
2018,Female,57,39689
1981,Both,58,57429
1981,Male,58,27169
1981,Female,58,30260
1982,Both,58,57994
1982,Male,58,27568
1982,Female,58,30426
1983,Both,58,56768
1983,Male,58,27005
1983,Female,58,29763
1984,Both,58,57795
1984,Male,58,27427
1984,Female,58,30368
1985,Both,58,56040
1985,Male,58,26575
1985,Female,58,29465
1986,Both,58,55000
1986,Male,58,26104
1986,Female,58,28896
1987,Both,58,55606
1987,Male,58,26360
1987,Female,58,29246
1988,Both,58,55792
1988,Male,58,26333
1988,Female,58,29459
1989,Both,58,55887
1989,Male,58,26571
1989,Female,58,29316
1990,Both,58,55489
1990,Male,58,26397
1990,Female,58,29092
1991,Both,58,53180
1991,Male,58,25450
1991,Female,58,27730
1992,Both,58,53377
1992,Male,58,25654
1992,Female,58,27723
1993,Both,58,53938
1993,Male,58,25776
1993,Female,58,28162
1994,Both,58,54429
1994,Male,58,26114
1994,Female,58,28315
1995,Both,58,54483
1995,Male,58,26095
1995,Female,58,28388
1996,Both,58,55020
1996,Male,58,26638
1996,Female,58,28382
1997,Both,58,54872
1997,Male,58,26416
1997,Female,58,28456
1998,Both,58,54650
1998,Male,58,26321
1998,Female,58,28329
1999,Both,58,52364
1999,Male,58,25148
1999,Female,58,27216
2000,Both,58,54680
2000,Male,58,26426
2000,Female,58,28254
2001,Both,58,58163
2001,Male,58,28241
2001,Female,58,29922
2002,Both,58,59280
2002,Male,58,29061
2002,Female,58,30219
2003,Both,58,57163
2003,Male,58,28023
2003,Female,58,29140
2004,Both,58,59382
2004,Male,58,29315
2004,Female,58,30067
2005,Both,58,76755
2005,Male,58,37733
2005,Female,58,39022
2006,Both,58,70424
2006,Male,58,34687
2006,Female,58,35737
2007,Both,58,67870
2007,Male,58,33458
2007,Female,58,34412
2008,Both,58,65350
2008,Male,58,32236
2008,Female,58,33114
2009,Both,58,64655
2009,Male,58,31689
2009,Female,58,32966
2010,Both,58,63310
2010,Male,58,31005
2010,Female,58,32305
2011,Both,58,65258
2011,Male,58,32019
2011,Female,58,33239
2012,Both,58,66094
2012,Male,58,32427
2012,Female,58,33667
2013,Both,58,66473
2013,Male,58,32454
2013,Female,58,34019
2014,Both,58,69002
2014,Male,58,33780
2014,Female,58,35222
2015,Both,58,70878
2015,Male,58,34653
2015,Female,58,36225
2016,Both,58,72473
2016,Male,58,35210
2016,Female,58,37263
2017,Both,58,74304
2017,Male,58,36030
2017,Female,58,38274
2018,Both,58,74742
2018,Male,58,36500
2018,Female,58,38242
1981,Both,59,60553
1981,Male,59,28581
1981,Female,59,31972
1982,Both,59,56588
1982,Male,59,26629
1982,Female,59,29959
1983,Both,59,57088
1983,Male,59,27000
1983,Female,59,30088
1984,Both,59,56046
1984,Male,59,26578
1984,Female,59,29468
1985,Both,59,57083
1985,Male,59,27019
1985,Female,59,30064
1986,Both,59,55222
1986,Male,59,26097
1986,Female,59,29125
1987,Both,59,54344
1987,Male,59,25686
1987,Female,59,28658
1988,Both,59,54978
1988,Male,59,25993
1988,Female,59,28985
1989,Both,59,55364
1989,Male,59,26047
1989,Female,59,29317
1990,Both,59,55324
1990,Male,59,26236
1990,Female,59,29088
1991,Both,59,54917
1991,Male,59,26068
1991,Female,59,28849
1992,Both,59,52676
1992,Male,59,25129
1992,Female,59,27547
1993,Both,59,52909
1993,Male,59,25348
1993,Female,59,27561
1994,Both,59,53489
1994,Male,59,25498
1994,Female,59,27991
1995,Both,59,54023
1995,Male,59,25847
1995,Female,59,28176
1996,Both,59,53943
1996,Male,59,25767
1996,Female,59,28176
1997,Both,59,54630
1997,Male,59,26393
1997,Female,59,28237
1998,Both,59,54484
1998,Male,59,26174
1998,Female,59,28310
1999,Both,59,54287
1999,Male,59,26095
1999,Female,59,28192
2000,Both,59,51980
2000,Male,59,24915
2000,Female,59,27065
2001,Both,59,54393
2001,Male,59,26230
2001,Female,59,28163
2002,Both,59,57775
2002,Male,59,27954
2002,Female,59,29821
2003,Both,59,58973
2003,Male,59,28868
2003,Female,59,30105
2004,Both,59,56917
2004,Male,59,27832
2004,Female,59,29085
2005,Both,59,59114
2005,Male,59,29118
2005,Female,59,29996
2006,Both,59,76428
2006,Male,59,37501
2006,Female,59,38927
2007,Both,59,70115
2007,Male,59,34484
2007,Female,59,35631
2008,Both,59,67512
2008,Male,59,33225
2008,Female,59,34287
2009,Both,59,65039
2009,Male,59,32068
2009,Female,59,32971
2010,Both,59,64355
2010,Male,59,31485
2010,Female,59,32870
2011,Both,59,63021
2011,Male,59,30867
2011,Female,59,32154
2012,Both,59,64875
2012,Male,59,31772
2012,Female,59,33103
2013,Both,59,65609
2013,Male,59,32115
2013,Female,59,33494
2014,Both,59,66084
2014,Male,59,32194
2014,Female,59,33890
2015,Both,59,68655
2015,Male,59,33567
2015,Female,59,35088
2016,Both,59,70475
2016,Male,59,34417
2016,Female,59,36058
2017,Both,59,72187
2017,Male,59,35049
2017,Female,59,37138
2018,Both,59,73872
2018,Male,59,35765
2018,Female,59,38107
1981,Both,60,61311
1981,Male,60,28293
1981,Female,60,33018
1982,Both,60,59640
1982,Male,60,28013
1982,Female,60,31627
1983,Both,60,55652
1983,Male,60,26018
1983,Female,60,29634
1984,Both,60,56228
1984,Male,60,26512
1984,Female,60,29716
1985,Both,60,55246
1985,Male,60,26066
1985,Female,60,29180
1986,Both,60,56246
1986,Male,60,26518
1986,Female,60,29728
1987,Both,60,54554
1987,Male,60,25687
1987,Female,60,28867
1988,Both,60,53644
1988,Male,60,25256
1988,Female,60,28388
1989,Both,60,54468
1989,Male,60,25659
1989,Female,60,28809
1990,Both,60,54732
1990,Male,60,25651
1990,Female,60,29081
1991,Both,60,54730
1991,Male,60,25890
1991,Female,60,28840
1992,Both,60,54377
1992,Male,60,25721
1992,Female,60,28656
1993,Both,60,52094
1993,Male,60,24780
1993,Female,60,27314
1994,Both,60,52385
1994,Male,60,25010
1994,Female,60,27375
1995,Both,60,53050
1995,Male,60,25221
1995,Female,60,27829
1996,Both,60,53484
1996,Male,60,25518
1996,Female,60,27966
1997,Both,60,53424
1997,Male,60,25441
1997,Female,60,27983
1998,Both,60,54205
1998,Male,60,26161
1998,Female,60,28044
1999,Both,60,54058
1999,Male,60,25911
1999,Female,60,28147
2000,Both,60,53885
2000,Male,60,25812
2000,Female,60,28073
2001,Both,60,51576
2001,Male,60,24634
2001,Female,60,26942
2002,Both,60,53965
2002,Male,60,25977
2002,Female,60,27988
2003,Both,60,57375
2003,Male,60,27664
2003,Female,60,29711
2004,Both,60,58609
2004,Male,60,28662
2004,Female,60,29947
2005,Both,60,56596
2005,Male,60,27601
2005,Female,60,28995
2006,Both,60,58782
2006,Male,60,28920
2006,Female,60,29862
2007,Both,60,76149
2007,Male,60,37279
2007,Female,60,38870
2008,Both,60,69721
2008,Male,60,34223
2008,Female,60,35498
2009,Both,60,67075
2009,Male,60,32965
2009,Female,60,34110
2010,Both,60,64646
2010,Male,60,31856
2010,Female,60,32790
2011,Both,60,64020
2011,Male,60,31303
2011,Female,60,32717
2012,Both,60,62651
2012,Male,60,30633
2012,Female,60,32018
2013,Both,60,64452
2013,Male,60,31503
2013,Female,60,32949
2014,Both,60,65228
2014,Male,60,31891
2014,Female,60,33337
2015,Both,60,65720
2015,Male,60,31963
2015,Female,60,33757
2016,Both,60,68252
2016,Male,60,33311
2016,Female,60,34941
2017,Both,60,70127
2017,Male,60,34178
2017,Female,60,35949
2018,Both,60,71830
2018,Male,60,34827
2018,Female,60,37003
1981,Both,61,64003
1981,Male,61,29191
1981,Female,61,34812
1982,Both,61,60225
1982,Male,61,27644
1982,Female,61,32581
1983,Both,61,58655
1983,Male,61,27420
1983,Female,61,31235
1984,Both,61,54774
1984,Male,61,25476
1984,Female,61,29298
1985,Both,61,55307
1985,Male,61,25949
1985,Female,61,29358
1986,Both,61,54411
1986,Male,61,25570
1986,Female,61,28841
1987,Both,61,55495
1987,Male,61,26062
1987,Female,61,29433
1988,Both,61,53804
1988,Male,61,25235
1988,Female,61,28569
1989,Both,61,53136
1989,Male,61,24929
1989,Female,61,28207
1990,Both,61,53868
1990,Male,61,25310
1990,Female,61,28558
1991,Both,61,54072
1991,Male,61,25270
1991,Female,61,28802
1992,Both,61,54032
1992,Male,61,25459
1992,Female,61,28573
1993,Both,61,53740
1993,Male,61,25318
1993,Female,61,28422
1994,Both,61,51583
1994,Male,61,24432
1994,Female,61,27151
1995,Both,61,51786
1995,Male,61,24623
1995,Female,61,27163
1996,Both,61,52505
1996,Male,61,24886
1996,Female,61,27619
1997,Both,61,52911
1997,Male,61,25198
1997,Female,61,27713
1998,Both,61,52856
1998,Male,61,25105
1998,Female,61,27751
1999,Both,61,53681
1999,Male,61,25851
1999,Female,61,27830
2000,Both,61,53530
2000,Male,61,25581
2000,Female,61,27949
2001,Both,61,53469
2001,Male,61,25596
2001,Female,61,27873
2002,Both,61,51087
2002,Male,61,24333
2002,Female,61,26754
2003,Both,61,53507
2003,Male,61,25669
2003,Female,61,27838
2004,Both,61,57080
2004,Male,61,27427
2004,Female,61,29653
2005,Both,61,58165
2005,Male,61,28418
2005,Female,61,29747
2006,Both,61,56183
2006,Male,61,27343
2006,Female,61,28840
2007,Both,61,58451
2007,Male,61,28742
2007,Female,61,29709
2008,Both,61,75722
2008,Male,61,37012
2008,Female,61,38710
2009,Both,61,69157
2009,Male,61,33901
2009,Female,61,35256
2010,Both,61,66607
2010,Male,61,32695
2010,Female,61,33912
2011,Both,61,64169
2011,Male,61,31584
2011,Female,61,32585
2012,Both,61,63456
2012,Male,61,30967
2012,Female,61,32489
2013,Both,61,62182
2013,Male,61,30354
2013,Female,61,31828
2014,Both,61,64048
2014,Male,61,31253
2014,Female,61,32795
2015,Both,61,64782
2015,Male,61,31625
2015,Female,61,33157
2016,Both,61,65332
2016,Male,61,31726
2016,Female,61,33606
2017,Both,61,67858
2017,Male,61,33057
2017,Female,61,34801
2018,Both,61,69664
2018,Male,61,33894
2018,Female,61,35770
1981,Both,62,45418
1981,Male,62,20397
1981,Female,62,25021
1982,Both,62,62807
1982,Male,62,28494
1982,Female,62,34313
1983,Both,62,59089
1983,Male,62,26937
1983,Female,62,32152
1984,Both,62,57638
1984,Male,62,26813
1984,Female,62,30825
1985,Both,62,53844
1985,Male,62,24918
1985,Female,62,28926
1986,Both,62,54295
1986,Male,62,25350
1986,Female,62,28945
1987,Both,62,53556
1987,Male,62,25039
1987,Female,62,28517
1988,Both,62,54673
1988,Male,62,25590
1988,Female,62,29083
1989,Both,62,53141
1989,Male,62,24797
1989,Female,62,28344
1990,Both,62,52343
1990,Male,62,24452
1990,Female,62,27891
1991,Both,62,53140
1991,Male,62,24900
1991,Female,62,28240
1992,Both,62,53274
1992,Male,62,24803
1992,Female,62,28471
1993,Both,62,53252
1993,Male,62,24998
1993,Female,62,28254
1994,Both,62,53025
1994,Male,62,24861
1994,Female,62,28164
1995,Both,62,50952
1995,Male,62,24041
1995,Female,62,26911
1996,Both,62,51119
1996,Male,62,24186
1996,Female,62,26933
1997,Both,62,51931
1997,Male,62,24531
1997,Female,62,27400
1998,Both,62,52401
1998,Male,62,24868
1998,Female,62,27533
1999,Both,62,52264
1999,Male,62,24731
1999,Female,62,27533
2000,Both,62,53105
2000,Male,62,25534
2000,Female,62,27571
2001,Both,62,53039
2001,Male,62,25280
2001,Female,62,27759
2002,Both,62,52894
2002,Male,62,25225
2002,Female,62,27669
2003,Both,62,50578
2003,Male,62,24017
2003,Female,62,26561
2004,Both,62,53131
2004,Male,62,25413
2004,Female,62,27718
2005,Both,62,56563
2005,Male,62,27098
2005,Female,62,29465
2006,Both,62,57647
2006,Male,62,28126
2006,Female,62,29521
2007,Both,62,55669
2007,Male,62,27009
2007,Female,62,28660
2008,Both,62,57979
2008,Male,62,28481
2008,Female,62,29498
2009,Both,62,75137
2009,Male,62,36660
2009,Female,62,38477
2010,Both,62,68677
2010,Male,62,33610
2010,Female,62,35067
2011,Both,62,66134
2011,Male,62,32416
2011,Female,62,33718
2012,Both,62,63592
2012,Male,62,31267
2012,Female,62,32325
2013,Both,62,62931
2013,Male,62,30664
2013,Female,62,32267
2014,Both,62,61705
2014,Male,62,30085
2014,Female,62,31620
2015,Both,62,63577
2015,Male,62,30952
2015,Female,62,32625
2016,Both,62,64365
2016,Male,62,31363
2016,Female,62,33002
2017,Both,62,64843
2017,Male,62,31417
2017,Female,62,33426
2018,Both,62,67359
2018,Male,62,32738
2018,Female,62,34621
1981,Both,63,43456
1981,Male,63,19464
1981,Female,63,23992
1982,Both,63,44430
1982,Male,63,19818
1982,Female,63,24612
1983,Both,63,61567
1983,Male,63,27760
1983,Female,63,33807
1984,Both,63,57878
1984,Male,63,26223
1984,Female,63,31655
1985,Both,63,56577
1985,Male,63,26177
1985,Female,63,30400
1986,Both,63,52778
1986,Male,63,24248
1986,Female,63,28530
1987,Both,63,53270
1987,Male,63,24746
1987,Female,63,28524
1988,Both,63,52725
1988,Male,63,24551
1988,Female,63,28174
1989,Both,63,53877
1989,Male,63,25128
1989,Female,63,28749
1990,Both,63,52333
1990,Male,63,24288
1990,Female,63,28045
1991,Both,63,51460
1991,Male,63,23920
1991,Female,63,27540
1992,Both,63,52271
1992,Male,63,24383
1992,Female,63,27888
1993,Both,63,52400
1993,Male,63,24264
1993,Female,63,28136
1994,Both,63,52421
1994,Male,63,24477
1994,Female,63,27944
1995,Both,63,52248
1995,Male,63,24368
1995,Female,63,27880
1996,Both,63,50193
1996,Male,63,23553
1996,Female,63,26640
1997,Both,63,50430
1997,Male,63,23785
1997,Female,63,26645
1998,Both,63,51266
1998,Male,63,24111
1998,Female,63,27155
1999,Both,63,51745
1999,Male,63,24473
1999,Female,63,27272
2000,Both,63,51593
2000,Male,63,24342
2000,Female,63,27251
2001,Both,63,52488
2001,Male,63,25136
2001,Female,63,27352
2002,Both,63,52409
2002,Male,63,24912
2002,Female,63,27497
2003,Both,63,52252
2003,Male,63,24824
2003,Female,63,27428
2004,Both,63,50083
2004,Male,63,23698
2004,Female,63,26385
2005,Both,63,52614
2005,Male,63,25057
2005,Female,63,27557
2006,Both,63,55975
2006,Male,63,26746
2006,Female,63,29229
2007,Both,63,57048
2007,Male,63,27750
2007,Female,63,29298
2008,Both,63,55174
2008,Male,63,26688
2008,Female,63,28486
2009,Both,63,57388
2009,Male,63,28143
2009,Female,63,29245
2010,Both,63,74588
2010,Male,63,36317
2010,Female,63,38271
2011,Both,63,68143
2011,Male,63,33316
2011,Female,63,34827
2012,Both,63,65483
2012,Male,63,31999
2012,Female,63,33484
2013,Both,63,63028
2013,Male,63,30912
2013,Female,63,32116
2014,Both,63,62338
2014,Male,63,30291
2014,Female,63,32047
2015,Both,63,61183
2015,Male,63,29767
2015,Female,63,31416
2016,Both,63,62976
2016,Male,63,30581
2016,Female,63,32395
2017,Both,63,63803
2017,Male,63,31041
2017,Female,63,32762
2018,Both,63,64232
2018,Male,63,31050
2018,Female,63,33182
1981,Both,64,46233
1981,Male,64,20772
1981,Female,64,25461
1982,Both,64,42461
1982,Male,64,18881
1982,Female,64,23580
1983,Both,64,43354
1983,Male,64,19191
1983,Female,64,24163
1984,Both,64,60346
1984,Male,64,27038
1984,Female,64,33308
1985,Both,64,56612
1985,Male,64,25507
1985,Female,64,31105
1986,Both,64,55431
1986,Male,64,25468
1986,Female,64,29963
1987,Both,64,51704
1987,Male,64,23596
1987,Female,64,28108
1988,Both,64,52259
1988,Male,64,24136
1988,Female,64,28123
1989,Both,64,51916
1989,Male,64,24028
1989,Female,64,27888
1990,Both,64,52945
1990,Male,64,24595
1990,Female,64,28350
1991,Both,64,51405
1991,Male,64,23761
1991,Female,64,27644
1992,Both,64,50541
1992,Male,64,23366
1992,Female,64,27175
1993,Both,64,51315
1993,Male,64,23800
1993,Female,64,27515
1994,Both,64,51473
1994,Male,64,23682
1994,Female,64,27791
1995,Both,64,51556
1995,Male,64,23928
1995,Female,64,27628
1996,Both,64,51412
1996,Male,64,23845
1996,Female,64,27567
1997,Both,64,49368
1997,Male,64,23038
1997,Female,64,26330
1998,Both,64,49773
1998,Male,64,23363
1998,Female,64,26410
1999,Both,64,50622
1999,Male,64,23724
1999,Female,64,26898
2000,Both,64,51123
2000,Male,64,24061
2000,Female,64,27062
2001,Both,64,50979
2001,Male,64,23976
2001,Female,64,27003
2002,Both,64,51823
2002,Male,64,24696
2002,Female,64,27127
2003,Both,64,51794
2003,Male,64,24522
2003,Female,64,27272
2004,Both,64,51701
2004,Male,64,24477
2004,Female,64,27224
2005,Both,64,49515
2005,Male,64,23340
2005,Female,64,26175
2006,Both,64,51961
2006,Male,64,24656
2006,Female,64,27305
2007,Both,64,55424
2007,Male,64,26446
2007,Female,64,28978
2008,Both,64,56375
2008,Male,64,27380
2008,Female,64,28995
2009,Both,64,54555
2009,Male,64,26298
2009,Female,64,28257
2010,Both,64,56796
2010,Male,64,27794
2010,Female,64,29002
2011,Both,64,73997
2011,Male,64,36009
2011,Female,64,37988
2012,Both,64,67441
2012,Male,64,32921
2012,Female,64,34520
2013,Both,64,64716
2013,Male,64,31574
2013,Female,64,33142
2014,Both,64,62491
2014,Male,64,30593
2014,Female,64,31898
2015,Both,64,61736
2015,Male,64,29940
2015,Female,64,31796
2016,Both,64,60627
2016,Male,64,29425
2016,Female,64,31202
2017,Both,64,62380
2017,Male,64,30245
2017,Female,64,32135
2018,Both,64,63221
2018,Male,64,30734
2018,Female,64,32487
1981,Both,65,48487
1981,Male,65,21449
1981,Female,65,27038
1982,Both,65,45106
