"exclude_if_any","description_icd9"
"192.62","Malignancy"
"192.63","Malignancy"
"192.64","Malignancy"
"192.65","Malignancy"
"192.66","Malignancy"
"192.67","Malignancy"
"192.68","Malignancy"
"192.69","Malignancy"
"192.7","Malignancy"
"192.70","Malignancy"
"192.71","Malignancy"
"192.72","Malignancy"
"192.73","Malignancy"
"192.74","Malignancy"
"192.75","Malignancy"
"192.76","Malignancy"
"192.77","Malignancy"
"192.78","Malignancy"
"192.79","Malignancy"
"192.8","Malignancy"
"192.80","Malignancy"
"192.81","Malignancy"
"192.82","Malignancy"
"192.83","Malignancy"
"192.84","Malignancy"
"192.85","Malignancy"
"192.86","Malignancy"
"192.87","Malignancy"
"192.88","Malignancy"
"192.89","Malignancy"
"192.9","Malignancy"
"192.90","Malignancy"
"192.91","Malignancy"
"192.92","Malignancy"
"192.93","Malignancy"
"192.94","Malignancy"
"192.95","Malignancy"
"192.96","Malignancy"
"192.97","Malignancy"
"192.98","Malignancy"
"192.99","Malignancy"
"193","Malignancy"
"193.0","Malignancy"
"193.00","Malignancy"
"193.01","Malignancy"
"193.02","Malignancy"
"193.03","Malignancy"
"193.04","Malignancy"
"193.05","Malignancy"
"193.06","Malignancy"
"193.07","Malignancy"
"193.08","Malignancy"
"193.09","Malignancy"
"193.1","Malignancy"
"193.10","Malignancy"
"193.11","Malignancy"
"193.12","Malignancy"
"193.13","Malignancy"
"193.14","Malignancy"
"193.15","Malignancy"
"193.16","Malignancy"
"193.17","Malignancy"
"193.18","Malignancy"
"193.19","Malignancy"
"193.2","Malignancy"
"193.20","Malignancy"
"193.21","Malignancy"
"193.22","Malignancy"
"193.23","Malignancy"
"193.24","Malignancy"
"193.25","Malignancy"
"193.26","Malignancy"
"193.27","Malignancy"
"193.28","Malignancy"
"193.29","Malignancy"
"193.3","Malignancy"
"193.30","Malignancy"
"193.31","Malignancy"
"193.32","Malignancy"
"193.33","Malignancy"
"193.34","Malignancy"
"193.35","Malignancy"
"193.36","Malignancy"
"193.37","Malignancy"
"193.38","Malignancy"
"193.39","Malignancy"
"193.4","Malignancy"
"193.40","Malignancy"
"193.41","Malignancy"
"193.42","Malignancy"
"193.43","Malignancy"
"193.44","Malignancy"
"193.45","Malignancy"
"193.46","Malignancy"
"193.47","Malignancy"
"193.48","Malignancy"
"193.49","Malignancy"
"193.5","Malignancy"
"193.50","Malignancy"
"193.51","Malignancy"
"193.52","Malignancy"
"193.53","Malignancy"
"193.54","Malignancy"
"193.55","Malignancy"
"193.56","Malignancy"
"193.57","Malignancy"
"193.58","Malignancy"
"193.59","Malignancy"
"193.6","Malignancy"
"193.60","Malignancy"
"193.61","Malignancy"
"193.62","Malignancy"
"193.63","Malignancy"
"193.64","Malignancy"
"193.65","Malignancy"
"193.66","Malignancy"
"193.67","Malignancy"
"193.68","Malignancy"
"193.69","Malignancy"
"193.7","Malignancy"
"193.70","Malignancy"
"193.71","Malignancy"
"193.72","Malignancy"
"193.73","Malignancy"
"193.74","Malignancy"
"193.75","Malignancy"
"193.76","Malignancy"
"193.77","Malignancy"
"193.78","Malignancy"
"193.79","Malignancy"
"193.8","Malignancy"
"193.80","Malignancy"
"193.81","Malignancy"
"193.82","Malignancy"
"193.83","Malignancy"
"193.84","Malignancy"
"193.85","Malignancy"
"193.86","Malignancy"
"193.87","Malignancy"
"193.88","Malignancy"
"193.89","Malignancy"
"193.9","Malignancy"
"193.90","Malignancy"
"193.91","Malignancy"
"193.92","Malignancy"
"193.93","Malignancy"
"193.94","Malignancy"
"193.95","Malignancy"
"193.96","Malignancy"
"193.97","Malignancy"
"193.98","Malignancy"
"193.99","Malignancy"
"194","Malignancy"
"194.0","Malignancy"
"194.00","Malignancy"
"194.01","Malignancy"
"194.02","Malignancy"
"194.03","Malignancy"
"194.04","Malignancy"
"194.05","Malignancy"
"194.06","Malignancy"
"194.07","Malignancy"
"194.08","Malignancy"
"194.09","Malignancy"
"194.1","Malignancy"
"194.10","Malignancy"
"194.11","Malignancy"
"194.12","Malignancy"
"194.13","Malignancy"
"194.14","Malignancy"
"194.15","Malignancy"
"194.16","Malignancy"
"194.17","Malignancy"
"194.18","Malignancy"
"194.19","Malignancy"
"194.2","Malignancy"
"194.20","Malignancy"
"194.21","Malignancy"
"194.22","Malignancy"
"194.23","Malignancy"
"194.24","Malignancy"
"194.25","Malignancy"
"194.26","Malignancy"
"194.27","Malignancy"
"194.28","Malignancy"
"194.29","Malignancy"
"194.3","Malignancy"
"194.30","Malignancy"
"194.31","Malignancy"
"194.32","Malignancy"
"194.33","Malignancy"
"194.34","Malignancy"
"194.35","Malignancy"
"194.36","Malignancy"
"194.37","Malignancy"
"194.38","Malignancy"
"194.39","Malignancy"
"194.4","Malignancy"
"194.40","Malignancy"
"194.41","Malignancy"
"194.42","Malignancy"
"194.43","Malignancy"
"194.44","Malignancy"
"194.45","Malignancy"
"194.46","Malignancy"
"194.47","Malignancy"
"194.48","Malignancy"
"194.49","Malignancy"
"194.5","Malignancy"
"194.50","Malignancy"
"194.51","Malignancy"
"194.52","Malignancy"
"194.53","Malignancy"
"194.54","Malignancy"
"194.55","Malignancy"
"194.56","Malignancy"
"194.57","Malignancy"
"194.58","Malignancy"
"194.59","Malignancy"
"194.6","Malignancy"
"194.60","Malignancy"
"194.61","Malignancy"
"194.62","Malignancy"
"194.63","Malignancy"
"194.64","Malignancy"
"194.65","Malignancy"
"194.66","Malignancy"
"194.67","Malignancy"
"194.68","Malignancy"
"194.69","Malignancy"
"194.7","Malignancy"
"194.70","Malignancy"
"194.71","Malignancy"
"194.72","Malignancy"
"194.73","Malignancy"
"194.74","Malignancy"
"194.75","Malignancy"
"194.76","Malignancy"
"194.77","Malignancy"
"194.78","Malignancy"
"194.79","Malignancy"
"194.8","Malignancy"
"194.80","Malignancy"
"194.81","Malignancy"
"194.82","Malignancy"
"194.83","Malignancy"
"194.84","Malignancy"
"194.85","Malignancy"
"194.86","Malignancy"
"194.87","Malignancy"
"194.88","Malignancy"
"194.89","Malignancy"
"194.9","Malignancy"
"194.90","Malignancy"
"194.91","Malignancy"
"194.92","Malignancy"
"194.93","Malignancy"
"194.94","Malignancy"
"194.95","Malignancy"
"194.96","Malignancy"
"194.97","Malignancy"
"194.98","Malignancy"
"194.99","Malignancy"
"195","Malignancy"
"195.0","Malignancy"
"195.00","Malignancy"
"195.01","Malignancy"
"195.02","Malignancy"
"195.03","Malignancy"
"195.04","Malignancy"
"195.05","Malignancy"
"195.06","Malignancy"
"195.07","Malignancy"
"195.08","Malignancy"
"195.09","Malignancy"
"195.1","Malignancy"
"195.10","Malignancy"
"195.11","Malignancy"
"195.12","Malignancy"
"195.13","Malignancy"
"195.14","Malignancy"
"195.15","Malignancy"
"195.16","Malignancy"
"195.17","Malignancy"
"195.18","Malignancy"
"195.19","Malignancy"
"195.2","Malignancy"
"195.20","Malignancy"
"195.21","Malignancy"
"195.22","Malignancy"
"195.23","Malignancy"
"195.24","Malignancy"
"195.25","Malignancy"
"195.26","Malignancy"
"195.27","Malignancy"
"195.28","Malignancy"
"195.29","Malignancy"
"195.3","Malignancy"
"195.30","Malignancy"
"195.31","Malignancy"
"195.32","Malignancy"
"195.33","Malignancy"
"195.34","Malignancy"
"195.35","Malignancy"
"195.36","Malignancy"
"195.37","Malignancy"
"195.38","Malignancy"
"195.39","Malignancy"
"195.4","Malignancy"
"195.40","Malignancy"
"195.41","Malignancy"
"195.42","Malignancy"
"195.43","Malignancy"
"195.44","Malignancy"
"195.45","Malignancy"
"195.46","Malignancy"
"195.47","Malignancy"
"195.48","Malignancy"
"195.49","Malignancy"
"195.5","Malignancy"
"195.50","Malignancy"
"195.51","Malignancy"
"195.52","Malignancy"
"195.53","Malignancy"
"195.54","Malignancy"
"195.55","Malignancy"
"195.56","Malignancy"
"195.57","Malignancy"
"195.58","Malignancy"
"195.59","Malignancy"
"195.6","Malignancy"
"195.60","Malignancy"
"195.61","Malignancy"
"195.62","Malignancy"
"195.63","Malignancy"
"195.64","Malignancy"
"195.65","Malignancy"
"195.66","Malignancy"
"195.67","Malignancy"
"195.68","Malignancy"
"195.69","Malignancy"
"195.7","Malignancy"
"195.70","Malignancy"
"195.71","Malignancy"
"195.72","Malignancy"
"195.73","Malignancy"
"195.74","Malignancy"
"195.75","Malignancy"
"195.76","Malignancy"
"195.77","Malignancy"
"195.78","Malignancy"
"195.79","Malignancy"
"195.8","Malignancy"
"195.80","Malignancy"
"195.81","Malignancy"
"195.82","Malignancy"
"195.83","Malignancy"
"195.84","Malignancy"
"195.85","Malignancy"
"195.86","Malignancy"
"195.87","Malignancy"
"195.88","Malignancy"
"195.89","Malignancy"
"195.9","Malignancy"
"195.90","Malignancy"
"195.91","Malignancy"
"195.92","Malignancy"
"195.93","Malignancy"
"195.94","Malignancy"
"195.95","Malignancy"
"195.96","Malignancy"
"195.97","Malignancy"
"195.98","Malignancy"
"195.99","Malignancy"
"196","Malignancy"
"196.0","Malignancy"
"196.00","Malignancy"
"196.01","Malignancy"
"196.02","Malignancy"
"196.03","Malignancy"
"196.04","Malignancy"
"196.05","Malignancy"
"196.06","Malignancy"
"196.07","Malignancy"
"196.08","Malignancy"
"196.09","Malignancy"
"196.1","Malignancy"
"196.10","Malignancy"
"196.11","Malignancy"
"196.12","Malignancy"
"196.13","Malignancy"
"196.14","Malignancy"
"196.15","Malignancy"
"196.16","Malignancy"
"196.17","Malignancy"
"196.18","Malignancy"
"196.19","Malignancy"
"196.2","Malignancy"
"196.20","Malignancy"
"196.21","Malignancy"
"196.22","Malignancy"
"196.23","Malignancy"
"196.24","Malignancy"
"196.25","Malignancy"
"196.26","Malignancy"
"196.27","Malignancy"
"196.28","Malignancy"
"196.29","Malignancy"
"196.3","Malignancy"
"196.30","Malignancy"
"196.31","Malignancy"
"196.32","Malignancy"
"196.33","Malignancy"
"196.34","Malignancy"
"196.35","Malignancy"
"196.36","Malignancy"
"196.37","Malignancy"
"196.38","Malignancy"
"196.39","Malignancy"
"196.4","Malignancy"
"196.40","Malignancy"
"196.41","Malignancy"
"196.42","Malignancy"
"196.43","Malignancy"
"196.44","Malignancy"
"196.45","Malignancy"
"196.46","Malignancy"
"196.47","Malignancy"
"196.48","Malignancy"
"196.49","Malignancy"
"196.5","Malignancy"
"196.50","Malignancy"
"196.51","Malignancy"
"196.52","Malignancy"
"196.53","Malignancy"
"196.54","Malignancy"
"196.55","Malignancy"
"196.56","Malignancy"
"196.57","Malignancy"
"196.58","Malignancy"
"196.59","Malignancy"
"196.6","Malignancy"
"196.60","Malignancy"
"196.61","Malignancy"
"196.62","Malignancy"
"196.63","Malignancy"
"196.64","Malignancy"
"196.65","Malignancy"
"196.66","Malignancy"
"196.67","Malignancy"
"196.68","Malignancy"
"196.69","Malignancy"
"196.7","Malignancy"
"196.70","Malignancy"
"196.71","Malignancy"
"196.72","Malignancy"
"196.73","Malignancy"
"196.74","Malignancy"
"196.75","Malignancy"
"196.76","Malignancy"
"196.77","Malignancy"
"196.78","Malignancy"
"196.79","Malignancy"
"196.8","Malignancy"
"196.80","Malignancy"
"196.81","Malignancy"
"196.82","Malignancy"
"196.83","Malignancy"
"196.84","Malignancy"
"196.85","Malignancy"
"196.86","Malignancy"
"196.87","Malignancy"
"196.88","Malignancy"
"196.89","Malignancy"
"196.9","Malignancy"
"196.90","Malignancy"
"196.91","Malignancy"
"196.92","Malignancy"
"196.93","Malignancy"
"196.94","Malignancy"
"196.95","Malignancy"
"196.96","Malignancy"
"196.97","Malignancy"
"196.98","Malignancy"
"196.99","Malignancy"
"197","Malignancy"
"197.0","Malignancy"
"197.00","Malignancy"
"197.01","Malignancy"
"197.02","Malignancy"
"197.03","Malignancy"
"197.04","Malignancy"
"197.05","Malignancy"
"197.06","Malignancy"
"197.07","Malignancy"
"197.08","Malignancy"
"197.09","Malignancy"
"197.1","Malignancy"
"197.10","Malignancy"
"197.11","Malignancy"
"197.12","Malignancy"
"197.13","Malignancy"
"197.14","Malignancy"
"197.15","Malignancy"
"197.16","Malignancy"
"197.17","Malignancy"
"197.18","Malignancy"
"197.19","Malignancy"
"197.2","Malignancy"
"197.20","Malignancy"
"197.21","Malignancy"
"197.22","Malignancy"
"197.23","Malignancy"
"197.24","Malignancy"
"197.25","Malignancy"
"197.26","Malignancy"
"197.27","Malignancy"
"197.28","Malignancy"
"197.29","Malignancy"
"197.3","Malignancy"
"197.30","Malignancy"
"197.31","Malignancy"
"197.32","Malignancy"
"197.33","Malignancy"
"197.34","Malignancy"
"197.35","Malignancy"
"197.36","Malignancy"
"197.37","Malignancy"
"197.38","Malignancy"
"197.39","Malignancy"
"197.4","Malignancy"
"197.40","Malignancy"
"197.41","Malignancy"
"197.42","Malignancy"
"197.43","Malignancy"
"197.44","Malignancy"
"197.45","Malignancy"
"197.46","Malignancy"
"197.47","Malignancy"
"197.48","Malignancy"
"197.49","Malignancy"
"197.5","Malignancy"
"197.50","Malignancy"
"197.51","Malignancy"
"197.52","Malignancy"
"197.53","Malignancy"
"197.54","Malignancy"
"197.55","Malignancy"
"197.56","Malignancy"
"197.57","Malignancy"
"197.58","Malignancy"
"197.59","Malignancy"
"197.6","Malignancy"
"197.60","Malignancy"
"197.61","Malignancy"
"197.62","Malignancy"
"197.63","Malignancy"
"197.64","Malignancy"
"197.65","Malignancy"
"197.66","Malignancy"
"197.67","Malignancy"
"197.68","Malignancy"
"197.69","Malignancy"
"197.7","Malignancy"
"197.70","Malignancy"
"197.71","Malignancy"
"197.72","Malignancy"
"197.73","Malignancy"
"197.74","Malignancy"
"197.75","Malignancy"
"197.76","Malignancy"
"197.77","Malignancy"
"197.78","Malignancy"
"197.79","Malignancy"
"197.8","Malignancy"
"197.80","Malignancy"
"197.81","Malignancy"
"197.82","Malignancy"
"197.83","Malignancy"
"197.84","Malignancy"
"197.85","Malignancy"
"197.86","Malignancy"
"197.87","Malignancy"
"197.88","Malignancy"
"197.89","Malignancy"
"197.9","Malignancy"
"197.90","Malignancy"
"197.91","Malignancy"
"197.92","Malignancy"
"197.93","Malignancy"
"197.94","Malignancy"
"197.95","Malignancy"
"197.96","Malignancy"
"197.97","Malignancy"
"197.98","Malignancy"
"197.99","Malignancy"
"198","Malignancy"
"198.0","Malignancy"
"198.00","Malignancy"
"198.01","Malignancy"
"198.02","Malignancy"
"198.03","Malignancy"
"198.04","Malignancy"
"198.05","Malignancy"
"198.06","Malignancy"
"198.07","Malignancy"
"198.08","Malignancy"
"198.09","Malignancy"
"198.1","Malignancy"
"198.10","Malignancy"
"198.11","Malignancy"
"198.12","Malignancy"
"198.13","Malignancy"
"198.14","Malignancy"
"198.15","Malignancy"
"198.16","Malignancy"
"198.17","Malignancy"
"198.18","Malignancy"
"198.19","Malignancy"
"198.2","Malignancy"
"198.20","Malignancy"
"198.21","Malignancy"
"198.22","Malignancy"
"198.23","Malignancy"
"198.24","Malignancy"
"198.25","Malignancy"
"198.26","Malignancy"
"198.27","Malignancy"
"198.28","Malignancy"
"198.29","Malignancy"
"198.3","Malignancy"
"198.30","Malignancy"
"198.31","Malignancy"
"198.32","Malignancy"
"198.33","Malignancy"
"198.34","Malignancy"
"198.35","Malignancy"
"198.36","Malignancy"
"198.37","Malignancy"
"198.38","Malignancy"
"198.39","Malignancy"
"198.4","Malignancy"
"198.40","Malignancy"
"198.41","Malignancy"
"198.42","Malignancy"
"198.43","Malignancy"
"198.44","Malignancy"
"198.45","Malignancy"
"198.46","Malignancy"
"198.47","Malignancy"
"198.48","Malignancy"
"198.49","Malignancy"
"198.5","Malignancy"
"198.50","Malignancy"
"198.51","Malignancy"
"198.52","Malignancy"
"198.53","Malignancy"
"198.54","Malignancy"
"198.55","Malignancy"
"198.56","Malignancy"
"198.57","Malignancy"
"198.58","Malignancy"
"198.59","Malignancy"
"198.6","Malignancy"
"198.60","Malignancy"
"198.61","Malignancy"
"198.62","Malignancy"
"198.63","Malignancy"
"198.64","Malignancy"
"198.65","Malignancy"
"198.66","Malignancy"
"198.67","Malignancy"
"198.68","Malignancy"
"198.69","Malignancy"
"198.7","Malignancy"
"198.70","Malignancy"
"198.71","Malignancy"
"198.72","Malignancy"
"198.73","Malignancy"
"198.74","Malignancy"
"198.75","Malignancy"
"198.76","Malignancy"
"198.77","Malignancy"
"198.78","Malignancy"
"198.79","Malignancy"
"198.8","Malignancy"
"198.80","Malignancy"
"198.81","Malignancy"
"198.82","Malignancy"
"198.83","Malignancy"
"198.84","Malignancy"
"198.85","Malignancy"
"198.86","Malignancy"
"198.87","Malignancy"
"198.88","Malignancy"
"198.89","Malignancy"
"198.9","Malignancy"
"198.90","Malignancy"
"198.91","Malignancy"
"198.92","Malignancy"
"198.93","Malignancy"
"198.94","Malignancy"
"198.95","Malignancy"
"198.96","Malignancy"
"198.97","Malignancy"
"198.98","Malignancy"
"198.99","Malignancy"
"199","Malignancy"
"199.0","Malignancy"
"199.00","Malignancy"
"199.01","Malignancy"
"199.02","Malignancy"
"199.03","Malignancy"
"199.04","Malignancy"
"199.05","Malignancy"
"199.06","Malignancy"
"199.07","Malignancy"
"199.08","Malignancy"
"199.09","Malignancy"
"199.1","Malignancy"
"199.10","Malignancy"
"199.11","Malignancy"
"199.12","Malignancy"
"199.13","Malignancy"
"199.14","Malignancy"
"199.15","Malignancy"
"199.16","Malignancy"
"199.17","Malignancy"
"199.18","Malignancy"
"199.19","Malignancy"
"199.2","Malignancy"
"199.20","Malignancy"
"199.21","Malignancy"
"199.22","Malignancy"
"199.23","Malignancy"
"199.24","Malignancy"
"199.25","Malignancy"
"199.26","Malignancy"
"199.27","Malignancy"
"199.28","Malignancy"
"199.29","Malignancy"
"199.3","Malignancy"
"199.30","Malignancy"
"199.31","Malignancy"
"199.32","Malignancy"
"199.33","Malignancy"
"199.34","Malignancy"
"199.35","Malignancy"
"199.36","Malignancy"
"199.37","Malignancy"
"199.38","Malignancy"
"199.39","Malignancy"
"199.4","Malignancy"
"199.40","Malignancy"
"199.41","Malignancy"
"199.42","Malignancy"
"199.43","Malignancy"
"199.44","Malignancy"
"199.45","Malignancy"
"199.46","Malignancy"
"199.47","Malignancy"
"199.48","Malignancy"
"199.49","Malignancy"
"199.5","Malignancy"
"199.50","Malignancy"
"199.51","Malignancy"
"199.52","Malignancy"
"199.53","Malignancy"
"199.54","Malignancy"
"199.55","Malignancy"
"199.56","Malignancy"
"199.57","Malignancy"
"199.58","Malignancy"
"199.59","Malignancy"
"199.6","Malignancy"
"199.60","Malignancy"
"199.61","Malignancy"
"199.62","Malignancy"
"199.63","Malignancy"
"199.64","Malignancy"
"199.65","Malignancy"
"199.66","Malignancy"
"199.67","Malignancy"
"199.68","Malignancy"
"199.69","Malignancy"
"199.7","Malignancy"
"199.70","Malignancy"
"199.71","Malignancy"
"199.72","Malignancy"
"199.73","Malignancy"
"199.74","Malignancy"
"199.75","Malignancy"
"199.76","Malignancy"
"199.77","Malignancy"
"199.78","Malignancy"
"199.79","Malignancy"
"199.8","Malignancy"
"199.80","Malignancy"
"199.81","Malignancy"
"199.82","Malignancy"
"199.83","Malignancy"
"199.84","Malignancy"
"199.85","Malignancy"
"199.86","Malignancy"
"199.87","Malignancy"
"199.88","Malignancy"
"199.89","Malignancy"
"199.9","Malignancy"
"199.90","Malignancy"
"199.91","Malignancy"
"199.92","Malignancy"
"199.93","Malignancy"
"199.94","Malignancy"
"199.95","Malignancy"
"199.96","Malignancy"
"199.97","Malignancy"
"199.98","Malignancy"
"199.99","Malignancy"
"200","Malignancy"
"200.0","Malignancy"
"200.00","Malignancy"
"200.01","Malignancy"
"200.02","Malignancy"
"200.03","Malignancy"
"200.04","Malignancy"
"200.05","Malignancy"
"200.06","Malignancy"
"200.07","Malignancy"
"200.08","Malignancy"
"200.09","Malignancy"
"200.1","Malignancy"
"200.10","Malignancy"
"200.11","Malignancy"
"200.12","Malignancy"
"200.13","Malignancy"
"200.14","Malignancy"
"200.15","Malignancy"
"200.16","Malignancy"
"200.17","Malignancy"
"200.18","Malignancy"
"200.19","Malignancy"
"200.2","Malignancy"
"200.20","Malignancy"
"200.21","Malignancy"
"200.22","Malignancy"
"200.23","Malignancy"
"200.24","Malignancy"
"200.25","Malignancy"
"200.26","Malignancy"
"200.27","Malignancy"
"200.28","Malignancy"
"200.29","Malignancy"
"200.3","Malignancy"
"200.30","Malignancy"
"200.31","Malignancy"
"200.32","Malignancy"
"200.33","Malignancy"
"200.34","Malignancy"
"200.35","Malignancy"
"200.36","Malignancy"
"200.37","Malignancy"
"200.38","Malignancy"
"200.39","Malignancy"
"200.4","Malignancy"
"200.40","Malignancy"
"200.41","Malignancy"
"200.42","Malignancy"
"200.43","Malignancy"
"200.44","Malignancy"
"200.45","Malignancy"
"200.46","Malignancy"
"200.47","Malignancy"
"200.48","Malignancy"
"200.49","Malignancy"
"200.5","Malignancy"
"200.50","Malignancy"
"200.51","Malignancy"
"200.52","Malignancy"
"200.53","Malignancy"
"200.54","Malignancy"
"200.55","Malignancy"
"200.56","Malignancy"
"200.57","Malignancy"
"200.58","Malignancy"
"200.59","Malignancy"
"200.6","Malignancy"
"200.60","Malignancy"
"200.61","Malignancy"
"200.62","Malignancy"
"200.63","Malignancy"
